Antigen,Cell type class in Colocalization,Recorded (+) or not (-) in Target Genes,Genome assembly,Target Genes (TSS }1k),Target Genes (TSS }5k),Target Genes (TSS }10k),Colocalization (TSV),Colocalization (GML)
kle-2,"Adult,Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/kle-2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/kle-2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/kle-2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/kle-2.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/kle-2.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/kle-2.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
lem-2,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lem-2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lem-2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lem-2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lem-2.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
let-418,"Adult,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/let-418.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/let-418.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/let-418.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/let-418.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/let-418.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
let-607,Adult,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/let-607.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/let-607.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/let-607.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/let-607.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml
lin-11,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-11.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-11.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-11.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-11.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
lin-13,"Adult,Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-13.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-13.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-13.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-13.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-13.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-13.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
lin-15B,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-15B.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-15B.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-15B.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-15B.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
lin-35,"Adult,Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-35.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-35.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-35.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-35.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-35.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-35.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
lin-37,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-37.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-37.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-37.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-37.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-37.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
lin-39,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-39.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-39.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-39.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-39.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
lin-42,,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-42.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-42.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-42.10.tsv,,
lin-52,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-52.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-52.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-52.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-52.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-52.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
lin-53,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-53.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-53.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-53.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-53.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
lin-54,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-54.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-54.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-54.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-54.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-54.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
lin-61,"Adult,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-61.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-61.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-61.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-61.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-61.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
lin-9,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-9.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-9.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lin-9.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-9.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lin-9.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
lsy-2,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lsy-2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lsy-2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/lsy-2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lsy-2.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/lsy-2.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
mab-5,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mab-5.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mab-5.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mab-5.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mab-5.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mab-5.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
mau-2,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mau-2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mau-2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mau-2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mau-2.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
mdl-1,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mdl-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mdl-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mdl-1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mdl-1.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
mdt-15,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mdt-15.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mdt-15.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mdt-15.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mdt-15.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
med-1,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/med-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/med-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/med-1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/med-1.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
mef-2,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mef-2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mef-2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mef-2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mef-2.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
mep-1,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mep-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mep-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mep-1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mep-1.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
met-2,Adult,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/met-2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/met-2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/met-2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/met-2.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml
mis-12,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mis-12.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mis-12.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mis-12.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mis-12.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
mix-1,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mix-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mix-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mix-1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mix-1.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
mml-1,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mml-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mml-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mml-1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mml-1.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
mre-11,Adult,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mre-11.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mre-11.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mre-11.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mre-11.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml
mrg-1,"Adult,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mrg-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mrg-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/mrg-1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mrg-1.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/mrg-1.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
msh-5,Adult,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/msh-5.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/msh-5.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/msh-5.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/msh-5.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml
nfya-1,"Adult,Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nfya-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nfya-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nfya-1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nfya-1.Adult.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nfya-1.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nfya-1.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Adult.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
nhr-10,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-10.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-10.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-10.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-10.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-11,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-11.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-11.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-11.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-11.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-11.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
nhr-116,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-116.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-116.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-116.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-116.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-12,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-12.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-12.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-12.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-12.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-12.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
nhr-129,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-129.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-129.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-129.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-129.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-2,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-2.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
nhr-21,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-21.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-21.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-21.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-21.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-23,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-23.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-23.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-23.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-23.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-237,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-237.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-237.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-237.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-237.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-237.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
nhr-25,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-25.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-25.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-25.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-25.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-28,"Embryo,Larvae",+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-28.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-28.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-28.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-28.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-28.Larvae.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml"
nhr-6,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-6.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-6.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-6.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-6.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-67,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-67.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-67.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-67.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-67.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-76,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-76.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-76.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-76.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-76.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
nhr-77,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-77.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-77.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/nhr-77.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/nhr-77.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
npp-13,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/npp-13.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/npp-13.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/npp-13.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/npp-13.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
npp-3,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/npp-3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/npp-3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/npp-3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/npp-3.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
pax-1,Embryo,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/pax-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/pax-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/pax-1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/pax-1.Embryo.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Embryo.gml
peb-1,Larvae,+,ce10,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/peb-1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/peb-1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/target/peb-1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/peb-1.Larvae.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/ce10/colo/Larvae.gml
