Antigen	Genes
Neurog2	['Slc15a2', 'Hes6', 'Lpo', 'Gm4791', 'Fuca1', 'Cnr2', 'Timm50', 'Dll3', 'Ebf2', 'Slc52a3', 'Igdcc4', 'Tecr', 'Pcbp4', 'Abhd14b', 'Abhd14a', 'Gpr142', 'Btbd17', 'Tsku', 'Mfap3l', 'Ube2l3', 'Rimbp3', 'Slco4a1', 'Ccdc60', 'Nt5c2', 'Ina', 'Mycbp2', 'Ntrk1', 'Insrr', 'Rbp7', 'Nrxn1', 'Tff3', 'Gsdmd', 'Tagln3', 'Tmem132d', 'Gspt1', 'Ciao3', 'Txndc11', 'Tex35', 'Slc39a11', 'Cog1', 'Saxo2', 'Notum', 'Efl1', 'Aspscr1', 'Chd7', 'Popdc2', 'Phyhip', 'Srrm4', 'Mfap4', 'Mapk7', 'Susd2', 'Slc9a9', 'Dop1b', 'Rassf4', 'Trp73', 'Ppp1r14b', 'Plcb3', 'LOC114841036', 'Fkbp2', 'Kctd6', 'Slc35b1', 'Tnnc1', 'Sema3g', 'Plbd2', 'Xkr7', 'Syt2', 'Gm11559', 'Lama5', 'Eif4e3', 'Tubb3', 'Mc1r', 'Cdc20b', 'Cerk', 'Ctsf', 'Tjap1', 'Krtap9-1', 'Nova2', 'Galr3', 'Nsg2', 'Gm11567', 'Mbd6', 'Ddit3', 'Gm11568', 'Cbfa2t3', 'Hgsnat', 'Krtap4-16', 'Mfng', 'Map7d1', 'Wdr66', 'Tsga10ip', 'Ago1', 'Exosc9', 'Mnx1', 'Smim13', 'Prr29', 'Fgd4', 'Ppfia1', '4931429L15Rik', 'Nedd9', 'Prkar2a']
Nfat5	['Greb1']
Nfatc1	['Greb1', 'Nkx2-6', 'Olfr855', 'Olfr854', 'Wwox', 'Prl3c1', 'Abhd6', 'Taar7a', 'Taar6', 'Vmn2r102', 'Gm11213', 'Vmn1r66', 'Acacb', 'Olfr806', 'Fam227b', 'Dtwd1']
Nfatc2	['A530032D15Rik', 'Frmd4b', 'Lrrc43', 'Il31', 'Sp140', 'Sp110', 'Inpp5b', 'Nrp1', 'Treml2', 'Ccl24', 'Snx8', 'Wsb2', 'Slc26a11', 'Sgsh', 'P2rx2', 'Lrcol1', 'Irak2', 'Rnf157', 'Siglecg', 'Sdcbp2', 'Tnf', 'Ltb', 'Lta', 'Spi1', 'Golga7b', 'Kdm2b', 'Ccn4', 'Tnfsf8', 'Kctd7', 'Ilf3', 'Atp2a3', 'Nme1', 'Slc39a1', 'Crtc2', 'Creb3l4', 'Rfc2', 'Slc17a5', 'Supt20', 'Rbks', 'Babam2', 'Ncor2', 'Cldn34d', 'Slc3a2', 'Tnfaip8l3', 'Psmd5', 'Cutal', 'Cd200r1', 'Esyt3', 'Dpysl2', 'Tm7sf3', 'Med21', 'C130026I21Rik', 'Arap3', 'Nek7', 'Tssk3', 'Fam229a', 'Siglecf', '2510009E07Rik', 'Wbp4', 'Plec', 'Elf1', 'Ssh2', 'Il1a', 'Pstpip2', 'Phactr2', 'Serpinb1b', 'Cd33', 'Rab7', 'Tmem192', 'Castor2', 'Acsl5', 'Il1r2', 'Ccl12', 'Tex12', 'Il18', 'Bco2', 'Ccr1', 'Kdm6b', 'Mbnl1', 'Spink2', 'Casp6', 'Onecut1', 'Egr1', 'Got1', 'Tespa1', 'Trim12a', 'Lyrm1', 'Dcun1d3', 'Sirt3', 'Psmd13', 'Mllt6', 'Snw1', 'Dst', 'Bend6', 'Gpr35', 'Egr3', 'Sirpa', 'Slc9b2', 'Ncf1', 'Trim5']
Nfe2	['Hbb-y', 'Hmox1', 'Cldn34d', 'Brox', 'Aida', 'Ilf3', 'Fth1', 'Dennd2c', 'St3gal1', 'Tmem125', 'Dync1h1', 'Washc2', 'Nqo1', 'Mrpl38', 'Naaladl1', 'Gm550', 'Ttc22', 'Greb1', 'Rab18', 'Snrpc', 'Ftl1', 'Bax', 'Psmd5', 'Cutal', 'Slc48a1', 'Nup153', 'Gm525', 'Tbcel', 'Anapc15', 'Tomt', 'Lamtor1', 'Rnf183', 'Sirt7', 'Mafg', 'Mfsd1', 'Abca3', 'Abca17', 'Atp6v0c', 'Amdhd2', 'Spta1', 'Txn1', 'Nol11', 'Htatip2', 'Kif3c', 'E030030I06Rik', 'Lamp1', 'Pip4p1', 'Osgep', 'Apex1', '4930503B20Rik', 'Trim58', 'Dipk2a', 'Hbb-bs', 'Hbb-b1', 'Mybph', 'Gclc', 'Stx2', 'Pak6', 'Nkx2-6', 'Tsnaxip1', 'Ranbp10', 'Dph2', 'B4galt2', 'Atp6v0b', 'Sgo1', 'Abcc4', 'Gpi1', 'Ube2o', 'Pex7', 'Stmn1', 'Olfr806', 'Pdpk1', 'Dpysl3', 'Txndc11', 'Morc2a', 'Mbd2', 'Ppbp', 'Pf4', 'Usp7', 'Abhd6', 'Fam104a', 'D11Wsu47e', 'Eif4g1', 'Epb41', 'Hexb', 'Nrd1', 'Ube2b', 'Cdkl3', 'Med28', 'Dcdc2a', 'Vps33a', 'Crtc1', 'Pithd1', 'Rab3il1', 'Lztfl1', 'Sorbs1', 'Mtpap', 'Ctsd', 'Prepl', 'Camkmt']
Nfe2l1	['Txndc11', 'Adrm1', 'Cldn34d', 'Ephx1', 'Gstp2', 'Gstp1', 'Brox', 'Aida', 'Psmd3', 'Zscan21', 'Txnrd1', 'Eid3', 'Psmb3', 'Pcgf2', 'Gclc', 'Dynlt1b', 'Psmd1', 'Ptges3', 'Krt9', 'Krt14', 'Ccn5', 'Chpf2', 'Abcf2', 'Raver1', 'Ftl1', 'Bax', 'Sqstm1', 'Uba52', 'Rex1bd', 'Fth1', 'Crtc1', 'Srsf2', 'Mfsd11', 'Mettl23', 'Jmjd6', 'Tmem41b', 'Psmd7', 'Slc48a1', 'Epb41', 'Srxn1', 'Nsfl1c', 'Creg1', 'Mgst2', 'Prdx1', 'Mrpl32', 'Psma2', 'Abr', 'Hmox1', 'Vcp', 'Gpi1', 'Cdc45', 'Keap1', 'Atf1', 'Psma3', 'Tfap4', 'Txn1', 'Cox20', 'S1pr5', 'Cyp1a2', 'Cyp1a1', 'Psmd14', 'Psmc4', 'Camkmt', 'Prepl', 'Tmem125', 'Aox1', 'E030030I06Rik', 'Rassf8', 'Txnl1', 'Setd1b', 'Rhof']
Nfe2l2	['Dhrsx', 'Btbd9', 'Gclc', 'Ccnt1', '4930415O20Rik', 'Arih1', 'Zbtb21', 'Cldn34d', 'Cdk11b', 'Tinf2', 'Nedd8', 'Gmpr2', 'Rap2a', 'Gstp2', 'Gstp1', 'Tmem250-ps', 'Ssu72', 'Ndufb2', 'Pole3', 'Alad', '4933430I17Rik', 'Aasdh', 'Txndc17', 'Med31', '4930563E22Rik', 'Fitm2', 'Ftl1', 'Bax', 'Clptm1', 'Apoc2', 'Slc35e1', 'Mvk', 'Mmab', 'Gga1', 'Rbm18', 'Mrrf', 'Zfpl1', 'Vps51', 'Tmem262', 'Gm550', 'Cdca5', 'Heca', 'Hmox1', 'Gpi1', 'Plaa', 'Gm12657', 'Rrp1', 'Homer1', 'Nek1', 'Clcn3', 'Ttll5', 'Erg28', 'Nup214', 'Srxn1', 'Kdelr2', 'Man1b1', 'Txn1', 'Txnrd1', 'Eid3', 'Ranbp2', 'Tmed2', 'Rilpl1', 'Rnf44', 'Magohb', 'Guk1', 'Gjc2', 'Ubc', 'Zgrf1', 'Larp7', 'Crem', 'Prdx1', 'Mpp7', 'Med20', 'Gm20517', 'Bysl', 'Ddx49', 'Cope', 'Rheb', 'Atf6', 'Tfip11', 'Gm36028', 'Psmb2', 'Eprs', 'Elp1', 'Abitram', 'Gm3448', 'Gm3417', 'H2-DMa', 'Brd2', 'Osgin1', 'Necab2', 'Srsf11', 'Lrrc40', 'Gm3435', 'Chmp6', 'Esyt2', 'Aox1', 'Dguok', 'Tcte3', 'Ermard']
Nfia	['Gm14595', 'Gm14590', 'Olfr855', 'Olfr854', 'Greb1', 'Tmem89', 'Gramd1b', 'Ccin', 'Cldn34d', 'Lima1', 'Prl3c1', 'Acoxl', 'Aanat', 'Tkt', 'Txndc11', 'Calr4', 'Olfr1234', 'Tor1aip2', 'Tor1aip1', 'Rp2', 'Slc25a36', 'Srsy', 'LOC115489290', 'Gstm5', 'Prelp', 'Optc', 'Zfp949', 'Aox1', 'Slc35c2', 'Acer3', 'Apc2', 'Nkx1-1', 'Kpna1', 'Npffr2', 'Arid5a', 'Osbpl1a', 'Acacb', 'Lime1', 'Tppp3', 'Mpg', 'Cap1', 'Hexb', 'Klf2', 'Dhx32', 'Psd2', 'Rab17', 'Ifi206', 'Rasip1', 'Izumo1', 'Fut1', 'Fgf21', 'Dclk1', 'Malt1', 'Mad2l2', 'Draxin', 'St3gal4', 'Tvp23a', 'Slc27a1', 'Nxnl1', 'Tmc3', 'Fgr', 'Acadl', 'Kctd14', 'Klk15', 'Gpt2', 'Hsd17b10', 'Setd5', 'Zbtb7b', 'Nwd1', 'B3gat2', 'Chd3', 'Rps29', 'Lrr1', 'Nkx2-6', 'Laptm5', 'Prlhr', 'Adcyap1r1', 'Slc25a42', 'Ccs', 'Ccdc87', '9430015G10Rik', 'Prxl2b', 'Ppef2', 'Col2a1', 'Actl10', '1700003F12Rik', 'Arhgap8', 'Sord', 'Fbp1', 'Plxna2', 'Sde2', 'Tmem91', 'B9d2', 'Efhd1', 'Zfp985', 'Rpl37a', 'Zfp469', 'Tmem176b', 'Tmem176a', 'Triobp']
Nfib	['Txndc11', 'Greb1', 'Rrp7a', 'Mfsd2a', 'Ccdc171', 'Vps37c', 'Pga5', 'Aym1', 'Cldn34d', 'Kpna1', 'Sbno2', 'Nkx2-6', 'Fndc5', 'Tmem125', 'Gm42372', 'Ccdc8', 'Il31ra']
Nfil3	['Alpl', 'Tchhl1', 'Cldn34d', 'Pla2g6', 'Brox', 'Aida', 'Marveld1', 'Arid1b', 'Esr1', 'Oplah', 'Pgpep1l', 'Fam169b', 'Tgfbr2', 'Ldhal6b', 'Agmo', 'Srgap3', 'Eif3a', 'Tor1b', 'Tor1a', 'Cyp7a1', 'Cmip', 'Homer2', '9330182O14Rik', 'Rab7', 'Zfp740', 'Csad', 'Wbp1l', 'Tctn2', 'Them5', 'Reep3', 'Kxd1', 'Fkbp8', 'Ell', 'Donson', 'Sag', 'Acaa1b', 'Ppp1r3g', 'Klf3', 'Baz1b', 'Ect2', 'Slc17a1', 'Acot4', 'Rhobtb1', 'A930033H14Rik', 'Tcte3', 'Gm3448', 'Gm3417', 'Ermard', 'Smim10l1', 'Mapkapk5', 'Lmnb1', 'Dennd2d', 'Snrk', 'Ptprd', 'Adcy10', 'Adam2', 'Cyp3a13', 'Plce1', 'Cyp3a11', 'Neu3', 'Mbl1', 'Igf2', 'Aoc1', 'Ripk4', 'Nrg4', 'Gm3435', 'Gsta3', 'Slc25a33', 'Birc5', 'Rabggta', 'Zfp609', 'Smc5', 'Cfb', 'Glt1d1', 'Ces1d', 'Cyp2u1', 'Cd302', '9030025P20Rik', 'Trim2', 'Tut4', 'Ptch2', 'Sos2', 'Fam181a', 'Zfyve9', 'Arl5b', 'Tsku', 'Gabpb2', 'Vnn3', 'Rnf5', 'Olfr1036', 'Agpat1', 'Wnt5b', 'Pon1', 'Ankrd46', 'Sord', 'Olfr695', 'Rnase10', 'Wee1', 'Zfand4', 'Scgb1c1']
Nfkb1	['Greb1', 'Wwox', 'Olfr806', 'Abhd6', 'Setd4', 'Cbr1', 'Aadacl2fm1']
Nfya	['LOC102640673', 'LOC115486031', 'Zfp960', 'Sharpin', 'Maf1', 'Cyc1', 'Gm6712', 'Gatad2a', 'Greb1', 'Rfx1', 'Rab5b', 'Pmel', 'Cdk2', 'Abhd2', 'Nfatc2ip', 'Ankrd54', 'Sp2', 'Olfr855', 'Olfr854', 'G3bp1', 'Atox1', 'Shc1', 'Flad1', 'Cks1b', 'Lenep', 'Rpgrip1', 'Hnrnpc', 'Tepsin', 'Ndufaf8', '3110082I17Rik', 'Glrx5', 'Srbd1', 'Pink1', 'Osbp', 'Tmem94', 'Med4', 'Rnf5', 'Agpat1', 'Zswim4', 'Zc2hc1c', 'Mlh3', 'Acyp1', 'Baz2a', 'Atp5b', 'Dnm2', 'Arrdc4', 'Cnot3', 'Jpt2', 'Eif2ak3', 'Nkx2-6', 'Cnot1', 'Ptbp1', 'Cldn34d', 'Rpl22', 'Chd5', 'Tom1l2', 'Drc3', 'Sp1', 'Rab11b', 'Ruvbl2', 'Gys1', 'Tcerg1', 'Stip1', 'Kmt5c', 'Zfp687', 'Nipsnap2', 'Mrps17', 'Zfp143', 'Rfx7', 'Tom1', 'Twf2', 'Traf2', 'Ehmt1', 'Ube2c', 'Tnnc2', 'Slc25a41', 'Khsrp', 'Tdrkh', 'Rad23a', 'Calr', 'Canx', 'Senp3', 'Mpdu1', 'Eif4a1', 'Cd68', 'H4c8', 'H3c8', 'H3c7', 'H2bc9', 'H2ac10', 'Dcaf7', 'Kdm3b', 'Nlk', 'Sugp2', 'Armc6', 'Mis12', 'Derl2', 'Pitpnm1', 'Cdk2ap2', 'Map3k3']
Nfyb	['Ilf2', 'Baz2a', 'Atp5b', 'Ube2c', 'Tnnc2', 'Arrdc4', 'Zswim4', 'Tepsin', 'Ndufaf8', 'Ankhd1', 'Xab2', 'Stxbp2', 'Pet100', 'Pcp2', 'Arntl', 'Srf', 'Cul9', 'Ankrd54', 'Hspa5', 'Sp2', 'Abhd2', 'Fam204a', 'Ciart', 'BC028528', 'LOC102640673', 'Rfx1', 'Cnot1', 'Shc1', 'Lenep', 'Flad1', 'Cks1b', 'Sarnp', 'Ormdl2', 'Secisbp2', 'Cks2', 'Camta1', 'Katnb1', 'Arid4a', 'Traf2', 'Srbd1', 'Prkaca', 'Wdr62', 'Nlk', 'Mis12', 'Derl2', 'Ccnyl1', 'Med13', 'Sharpin', 'Maf1', 'Hnrnpab', 'Cyc1', 'Ska2', 'Prr11', 'Tnrc6b', 'Pitpnm1', 'Cdk2ap2', 'Sp1', 'Cables2', 'Top2a', 'Nudcd2', 'Hmmr', 'Rab5b', 'Pmel', 'Cdk2', 'Rpgrip1', 'Hnrnpc', 'Zfp687', 'Eif2ak3', 'Fam53c', 'Cdc25c', 'Iars', 'LOC115486031', 'Mfsd13b', 'Cdr2', 'Rps6ka5', 'Ezh2', 'Tcerg1', 'Tfcp2', 'Paip2b', 'Senp3', 'Mpdu1', 'Eif4a1', 'Cd68', 'Tle2', 'Tmem150a', 'Rnf181', 'Mks1', 'H4c9', 'H2bc12', 'H2bc11', 'H2ac12', 'H2ac11', 'Pnpo', 'Opa3', 'Zfp574', 'Grik5', 'G3bp1', 'Atox1', 'Fam117a', 'Dnm2']
Nfyc	['Tepsin', 'Ndufaf8', 'Igf2bp3', 'Fam83d', 'Ap3m2', 'LOC102640673', 'Sharpin', 'Maf1', 'Cyc1', 'Iffo1', 'Fdft1', 'Arrdc4', 'Paip2b', 'Arid4a', 'Nucb2', 'Tnrc6b', 'LOC115486031', 'Maea', 'Ube2c', 'Tnnc2', 'Map4k4', 'Vps26b', 'Ncapd3', 'Ptbp1', 'Ankrd54', 'Rpgrip1', 'Hnrnpc', 'Jpt2', 'Mxd4', 'Zswim3', 'Acot8', 'Gatad2a', 'Aktip', 'Zfp960', 'Strip2', 'Cnot1', 'Traf2', 'Glrx5', 'Cyp2u1', 'Prkaca', 'H4c4', 'H3c4', 'H2bc8', 'H2bc7', 'H2ac8', 'H2ac7', 'Atp5g1', 'G3bp1', 'Atox1', 'Sp1', '3110082I17Rik', 'Tsacc', 'Cct3', 'Hmbs', 'H2ax', 'Dpagt1', 'Zbtb32', 'Cnot3', 'Frem2', 'Klf10', 'Supt6', 'Sdf2', 'Ift140', 'Cramp1l', 'Tesk2', 'Zfp143', 'Stip1', 'Tigd3', 'Rab11b', 'Tdrkh', 'Jpt1', 'Srbd1', 'Anp32a', 'Tom1', 'Elavl2', 'Wdr62', 'Sufu', 'Actr1a', 'Rpn2', 'Mroh8', 'Ncapd2', 'Mrpl51', 'Hist1h4n', 'Hist1h2br', 'Hist1h2bq', 'Hist1h2ap', 'Hist1h2ao', 'Wasf2', 'Hist1h4m', 'Tnni3', 'Dnaaf3', 'Samd4b', 'Gmfg', 'Pitpnm1', 'Cdk2ap2', 'Traf7', 'Rab26', 'Aph1c', 'Rbm27', 'Rrbp1']
Nipbl	['Gtf3c5', 'Nnt', 'Atp2c1', 'Tank', 'Dot1l', 'Ndufc2', 'Chek1', 'Anp32e', 'Rnasek', '0610010K14Rik', 'Bcl6b', 'Mtg1', 'Sf3b3', 'Cog4', 'Snrpb', 'Lrp6', 'Rps6', 'Pank4', 'Hes5', 'Rpl26', 'Rps3a1', 'Rps14', 'Pcif1', 'Rps15', 'Apc2', 'Atp5g2', 'BC031181', 'Rpl17', 'Krr1', 'Ddx55', 'Sub1', 'Agk', 'Cct2', 'Prdm9', 'Yeats4', 'Mrpl3', 'Fam204a', 'Kif5b', 'Alkbh3', 'Ttyh2', 'Rpl38', 'Sap130', 'Arl4d', 'Srp68', 'Galr2', 'Slc24a1', 'Ints14', 'Strada', 'Nol7', 'Eapp', 'Rpf1', 'Glcci1', 'Matr3', 'Rbbp5', 'Zfp868', 'Acy1', 'Rpl29', 'Tsen15', 'Tsr1', 'Sgsm2', 'Eif3e', 'Tefm', 'Msl2', 'Rpl5', 'Ss18', 'Kif2c', 'LOC666331', 'Gm11634', 'Rpl11', 'Rps7', 'Snrpe', 'Cd2ap', 'Mettl3', 'Fam133b', 'Rsl1d1', 'Atp13a1', 'Relb', 'Hus1', 'Taf6', 'Mblac1', 'Cnpy4', 'Commd1', 'Cct4', 'Rps10', 'Tmco1', 'Ccm2', 'Rbm19', 'Fam149b', 'Ecd', 'Rpl34-ps1', 'Rpl34', 'Champ1', 'Isca1', 'Tango6', 'Mrpl39', 'Tax1bp3', 'Emc6', 'Wnk4', 'Vps25', 'Ramp2']
Nkx2-1	['Majin', 'Cst11', 'Lrp2', 'Itgb4', 'Dnajb4', 'Nid2', 'Nadk', 'Bcl2a1d', 'Bcl2a1b', 'Dhx32', 'Col4a4', 'Col4a3', 'Brox', 'Aida', 'Sh3bp5', 'Nkx2-2', 'Secisbp2l', 'Ankrd33', 'Acvrl1', 'Mrpl4', 'Itga7', 'Bloc1s1', 'Haspin', 'Sbsn', 'Gapdhs', 'Slc51a', 'Hdac7', 'Tacc2', 'Bcl2a1a', 'Cyb5b', 'Ncoa4', 'Mapkapk2', 'Bcl6', 'Kpna1', 'Cldn34d', 'Greb1', 'Spryd3', 'Soat2', 'Igfbp6', 'Npnt', 'Kcnj8', 'Selenbp1', 'Chsy1', 'Cdc25b', 'Rims2', 'Stk39', 'Tmem243', 'Spi1', 'Ppm1b', 'Syne4', 'Sdhaf1', 'Nkx2-6', 'Fmnl2', 'Selenbp2', 'Retreg1', 'Mansc1', 'Borcs5', 'Cnksr3', 'Tent5a', 'Icam5', 'Icam4', 'Icam1', 'Kat6b', 'E030030I06Rik', 'Tmem245', 'Usp34', 'Rfc4', 'Pi4k2b', 'Ly6c1', 'Scd2', 'Plec', 'Parp10', 'Grina', 'Cnot2', 'Nckap5', 'Fbxw4', 'Optn', 'Hexb', 'Pde4c', 'Gm3336', 'Il31ra', 'Dazap1', 'Sbf2', 'Pbld2', 'Hnrnph3', 'Elf5', 'Emc2', 'Ppfibp2', 'Slc4a5', 'Exd1', 'Chp1', 'Scara5', 'Pdlim1', 'Runx1', 'Adcy7', 'Sdc4', 'Stard3nl', 'Gps2', 'Eif5a', 'Prr15l']
Nkx2-2	['Cipc', 'Epb41l4a', 'Slc39a9', 'Erh', 'Coro2b', 'Tmem268', 'Atp6v1g1', 'Prr3', 'Gnl1', 'Abcf1', 'Pcid2', 'Cul4a', 'Gatad2a', 'Map3k3', 'BC052040', 'Gas1', 'Syne4', 'Sdhaf1', '1700019A02Rik', 'Ppef2', 'Neto2', 'Zmym4', 'Zfp873', 'Znhit1', 'Plod3', 'Cpa4', 'Dusp18', '4921536K21Rik', 'Bcl9', 'Rtl5', 'Ppic', 'Rps21', 'Gm3985', 'Thoc1', 'Xab2', 'Stxbp2', 'Pet100', 'Pcp2', 'Celf3', 'Katnb1', 'Zfp142', 'Bcs1l', 'Gdf1', 'Cers1', 'Tppp', 'Nanp', 'Dnajb5', 'Cox18', 'Pcm1', 'Coq7', 'Grin2b', 'Nbeal2', 'Ccdc12', 'Ubap2', 'Myo18a', 'Zfp51', 'Tbc1d14', 'Negr1', 'Hnrnpl', 'Ech1', 'Rnaseh2c', 'Trim2', 'Tmed2', 'Rilpl1', 'Gm973', 'Lipg', 'Rps6kb2', 'Ptprcap', 'Atp6v0d1', 'Agrp', 'Aen', 'Btrc', 'Tinf2', 'Nedd8', 'Gmpr2', 'Fgf14', 'Sgo2a', 'Spata2', 'Rnf114', 'Uck1', 'Nphp1', 'Asph', 'Psmd11', 'Lonp2', 'Adtrp', 'Smox', 'Mrps36', 'Riox1', 'Hipk2', 'Tsen2', 'Mid2', 'Fam178b', 'Cox5b', 'Ppp1r8', 'Cldn34d', 'Rnf220', 'Elmo2', 'Cacna1g', 'Ilvbl', 'Tle3']
Nkx2-5	['Aox1', 'Bpifb1', 'Mob2', 'Smyd2', 'Pcid2', 'Cul4a', 'Gatad2a', 'Prr3', 'Gnl1', 'Abcf1', 'Ate1', 'Myl2', 'Gins2', 'Plxna2', 'Ppfia1', 'Greb1', 'Gbe1', 'Tapbp', 'Rgl2', 'Atxn7l1', 'Tm4sf4', 'Trmt2a', 'Ranbp1', 'Rad23a', 'Calr', 'Nr4a3', 'Il31ra', 'Txndc11', 'Tfcp2l1', 'Gramd1b', 'BC052040', 'Dab2ip', 'Yif1b', 'Kcnk6', '2200002D01Rik', 'Dnajb4', 'Sgo2a', 'Rsbn1', 'Fbxo25', 'Nfic', 'Syngap1', 'Phf1', 'Cuta', 'Prlh', 'Ndufb3', 'Fam126b', 'Kmt2a', 'Tmem221', 'Slc27a1', 'Nxnl1', 'Map3k3', 'Rhbdf2', 'Tmed2', 'Rilpl1', 'Apobec2', 'Josd2', 'Aspdh', 'Trpm7', 'Psmd12', 'Pitpnc1', 'Dhx36', 'Rps6kb2', 'Ptprcap', 'Erc1', 'Hdac7', 'Mad1l1', 'Nfkbia', 'Mylk3', 'P4hb', 'Lingo3', 'Arhgdia', 'Acoxl', 'Zfp207', '5730455P16Rik', 'Osbpl1a', 'Iqcc', 'Dcdc2b', 'Ccdc28b', 'Emc2', 'Pdia5', 'Lrrc52', 'Ice1', 'Ccnl1', 'Lmod2', 'Arl8a', 'Zswim8', 'Fut11', 'Chchd1', 'Tjp3', 'Pip5k1c', 'Ampd3', 'Agpat2', 'Tmem201', 'Mrps36', 'Bmpr1b', 'Brox', 'Aida', 'Tinf2', 'Nedd8', 'Irf2bp2']
Nkx3-1	['Cnot6', 'Lrrc31', 'Psg17', 'Slc25a47', 'Slc25a29', 'Ahcyl2', 'Kat6b', 'Scgb3a1', 'Ceacam12', 'Nucb2', 'Gbp5', 'Kifc3', 'Qsox1', 'Papss1', 'Rcn2', 'Defb10', 'Irgc1', 'Gm21119', 'Rnf180', '4930467E23Rik', 'Defb9', 'Tmem60', 'Phtf2', 'Stard3nl', 'Gfpt1', 'Ankrd13c', 'Adh6b', 'Ccdc81', 'Gm15319', 'Memo1', 'Ablim1', 'Dhtkd1', 'Ube2z', 'Sox13', 'Mapk9', 'Ifna1', 'Gpam', 'Mtg2', 'Traf3ip2', 'Alas1', 'Col11a2', 'Slc39a6', 'Elp2', 'Mrpl30', 'Mitd1', 'Phc3', 'Med26', 'Ubr2', 'Rdx', 'Fanca', 'Trpv1', 'Rnf43', 'Efhc1', 'Txnip', 'Upk3bl', 'Napg', 'Pqlc1', 'Hsbp1l1', 'Slc24a1', 'Tiprl', 'Copg1', 'Trim2', 'Elf2', 'Tmem156', 'Entpd4b', 'Entpd4', 'Ccnt2', 'Plekhs1', 'Gtf2a2', 'Sft2d2', 'H4c14', 'Itga10', 'Tmem61', 'Nrf1', 'Por', 'Man1c1', 'Mapkapk3', 'Cish', 'Btg2', '4931406P16Rik', 'Zfp282', 'Pdzk1', 'Cd160', 'Lhfpl2', 'Calca', 'Lrrfip1', 'Eaf2', 'Slc35d1', 'Slc4a9', 'Bin3', 'Epb41', 'Sgms1', 'Slc5a9', 'Mat2a', 'Rplp1', 'Cyp3a57']
Nkx3-2	['Pgr', 'Nkx3-2', 'Greb1', 'Brox', 'Aida', 'Gxylt1', 'Cldn34d', 'Xrcc5', 'Tmcc1', 'Olfr806', 'Mllt3', 'Cdh23', 'Wwox', 'Tmem117', 'Tbc1d15', 'Abhd6', 'Hexb', 'Lysmd4', 'Trem2']
Nkx6-1	['Rpl36a', 'Btk', 'Zfp365', 'Bmp10', 'Zmynd8', 'Onecut1', 'Tub', 'Evx1', 'Zfp503', 'Olfr1109', 'Rfx3', 'B3gnt3', 'Pacsin3', 'Arfgap2', 'Hist1h2br', 'Hist1h2bq', 'Hist1h2ap', 'Hist1h2ao', 'Hist1h4m', 'Skor1', 'Hist1h4n', 'Prdm5', 'Bahcc1', 'Prdm13', 'Pdhx', 'Apip', 'Pfkp', 'En1', 'Uncx', 'Ywhaq', 'Eri3', 'Hoxb5', 'Hoxb4', 'Ubash3b', 'Nipsnap2', 'Mrps17', 'Patj', 'Tm2d1', 'Rpl9', 'Lias', 'Gmds', 'Padi1', 'Mab21l2', 'Zbtb25', 'Zbtb1', 'Cnksr2', 'Asb10', 'Gbx1', 'Pitpnm3', 'Cldn34d', 'Gm10509', 'Zfp948', 'Zfp952', 'Txndc11', 'Wt1', 'H3f3b', 'Galk1', 'Rora', 'Pcp4l1', 'Dnpep', 'Dbx1', 'Kat6b', 'Nfatc2ip', 'Zfp408', 'Arhgap1', 'Poli', 'Spry4', 'Tdrd12', 'Nudt19', 'Kpna1', 'Ing3', 'Chga', 'Tgm6', 'Slc25a33', 'Zdhhc13', 'Cbarp', 'Olfr1213', 'Rapgef4', 'Fry', 'Nrp2', 'Fam174a', 'Vmn1r231', 'Ppox', 'B4galt3', 'Foxd3', 'Gnal', 'Zfp317', 'Cmip', 'Pdgfrl', 'Htr1d', 'Inafm2', 'Cdca4', 'Fam135a', 'Ptprr', 'Prmt5', 'Map3k5', 'Plekha5', 'Pfkl', 'Rnf4', 'Slc7a9']
Nlrc5	['Cldn34d', 'H2-Q9', 'H2-Q7', 'H2-T-ps', 'H2-T10', 'Gm7030', 'LOC547349', 'H2-L', 'H2-D1', 'H2-Q8', 'H2-Q6', 'Brox', 'Aida', 'Bod1']
Nono	['Greb1', 'Nkx2-6', 'Kpna1', 'Cldn34d', 'Olfr806', 'Abhd6', 'Txndc11']
