Antigen	Genes
Brd2	['Brox', 'Aida', 'Lrp6', 'Sf3b3', 'Cog4', 'Gsta4', 'Sec22c', 'Gtf3c5', 'Txndc11', 'Fcgr1', 'Anp32e', 'Greb1', 'Clcn4', 'Rfx7', 'Chek1', 'Plcd3', 'Acbd4', 'Cdc5l', 'Krr1', 'Cldn34d', 'Kpna1', 'Pink1', 'Dot1l', 'Snrpb', 'E030030I06Rik', 'Tatdn3', 'Nsl1', 'Katna1', 'Slc5a5', 'Rpl18a', 'Map1s', 'Olfr855', 'Olfr854', 'Cdsn', 'Gdf15', 'Copg1', 'Rpl26', 'Nkx2-6', 'Gins4', 'Ptges2', 'Ncf4', 'Nemp1', 'Nab2', 'Sspn', 'Jph2', 'Nipsnap2', 'Mrps17', 'Rpl7l1', '2310039H08Rik', 'Fbxw4', 'Mcu', 'Med4', 'Ppp1r1b', 'Nfkbil1', 'Ddx39b', 'Atp6v1g2', 'Cpsf2', 'Ywhae', 'Naca', '2610001J05Rik', 'Tardbp', 'Ube3b', 'Kctd10', 'Pole4', 'Ncapd2', 'Mrpl51', 'Zfp869', 'Top1mt', 'Zwilch', 'Snapc5', 'Rpl4', 'Nfyc', 'Zfp949', 'Kat6a', 'Twf2', 'Mybpc3', 'Rps3a1', 'Fpgs', 'Ensa', 'Rps28', 'Rpl13', 'Il31ra', 'Tekt2', 'Adprhl2', 'Hexb', 'Rpl32', 'Pcif1', 'Zfp868', 'Ndufc2', 'Comtd1', 'A430057M04Rik', 'Yeats4', 'Rps15', 'Apc2', 'Nudt15', 'Srfbp1', 'Rad23a', 'Dand5', 'Gadd45gip1', 'Gbx1', 'Tango6', 'Rps10', 'Mrpl3', 'Fancd2os', 'Brk1', 'Ing4', 'Acy1', 'Rpl29', 'Ptcd3', 'Polr1a', 'Rpl11', 'Shmt2', 'Ndufa4l2', 'Cdk5rap1', 'Snw1', 'Rps14', 'Rtp3', 'Mtg1', 'Tspan10', 'Nploc4', 'Pkn3', 'Prdm9', 'Ppp1r8', 'Alg8', 'Usp21', 'Ufc1', 'Oaz3', 'Mrpl9', 'Mrpl48', 'Dhx9', 'Gosr1', 'Taf6', 'Mblac1', 'Cnpy4', 'Rnasek', 'Bcl6b', '0610010K14Rik', 'Hnrnpm', 'R3hdm4', 'Kiss1r', 'Arid3a', 'Rpl17', 'BC031181', 'Ppox', 'Pradc1', 'Cct7', 'Rps7', 'Nsfl1c', 'Rbm39', 'Rpl5', 'Calm1', 'Rbm19', 'Raf1', 'Cdkal1', 'Kntc1', 'Rnf220', 'Rhbdd3', 'Ewsr1', 'Atp13a1', 'Rpl22', 'Rrp15', 'Opalin', 'Zfp219', 'Tmem253', 'Pcid2', 'Cul4a', 'Spns1', 'Lat', 'Matr3', 'Sept3', 'Slc24a1', 'Ints14', 'Anapc1', 'Mrpl11', 'Acacb', 'Cirbp', '1600002K03Rik', 'Wbp11', 'Smco3', 'BC049715', 'Uhmk1', 'Rfng', 'Gps1', 'Tsr1', 'Sgsm2', 'Phb2', 'Emg1', 'Sugp1', 'Mau2', 'Atp5g2', 'Dcaf15', 'Nmt1', 'Wdr34', 'Rpsa', 'Rps17', 'Nagk', 'Acin1', 'Stmn1', 'Acod1', 'Isca1', 'Cdh24', 'Cse1l', 'Ehmt1', 'Rapgef1', 'Npffr2', 'Zfp866', 'Xpc', 'Lsm3', 'Eif3d', 'Sphk2', 'Spaca4', 'Rpl18', 'Fam83e', 'Smim24', 'Fzr1', 'Dohh', 'Med1', 'Mylip', 'Eif4b', 'Rpl38', 'Ttyh2', 'Gm11715', 'Ubd', 'Olfr95', 'Olfr94', 'Psmg3', 'Znfx1', 'Tmem209', 'Ssmem1', 'Cnot10', 'Faap20', 'Cdk12', 'Cenps', 'Sart1', 'Trmo', 'H2-DMa', 'H2-DMb2', 'Rps19bp1', 'Atf4', 'Iws1', 'Mrpl39', 'Mcm5', 'Rpl35a', 'Lmln', 'Iqcg', 'Cebpe', 'Mphosph10', 'Mcee', 'Slc25a26', 'Micos10', 'Serbp1', 'Rps20', 'Alkbh3', 'Myo1g', 'Mrpl1', 'Rps15a', 'Rsph3b', 'Eef1akmt2', 'Abraxas2', 'Cwc22', 'Mcts2', 'Srp68', 'Galr2', 'Ptcd2', 'Mrps27', 'Zfp119a', 'Hdlbp', 'Sept2', 'Rpf1', 'Rps29', 'Lrr1', 'Eef1akmt4-ece2', 'Eef1akmt4', 'Alg3', 'Tmco1', 'Prrc2a', 'Sumf1', 'Cebpb', 'Anapc10', 'Abce1', 'Dhx30', 'Irf2bp1', 'N6amt1', 'Rps8', 'Lif', 'Emc4', 'Rpl8', 'Commd5', 'Urgcp', 'Cdc42bpg', 'Rpl27', 'Ifi35', 'Zfp959', 'Ethe1', 'Sec62', 'Rps19', 'Tmem270', 'Cldn13', 'Cbr3', 'Selenof']
Brd3	['Greb1', 'Hexb', 'Kpna1', 'Olfr855', 'Olfr854', 'Cldn34d', 'E030030I06Rik', 'Nkx2-6', 'Osbpl1a', 'Brox', 'Aida', 'Olfr1274', 'Acacb', 'Csf2ra', 'Pknox1', 'Il31ra', 'Wwox', 'Fbxw4']
Brd4	['Txndc11', 'Unk', 'H3f3b', 'Ttc39d', 'Tmem167b', 'Taf13', 'H2aj', 'H4f16', 'Tnrc6c', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Calm1', 'Taf12', 'Gmeb1', 'Arl4d', 'Eapp', 'Tex14', 'Actb', 'Gadd45b', 'Fus', 'Btg2', 'Ier5', 'Brox', 'Aida', 'Nfyc', 'Arrdc2', 'Syngr1', 'Rpl3', 'Rsrp1', 'Tmem50a', 'Syf2', 'Dpagt1', 'H2ax', 'Hmbs', 'Fam166a', 'Stpg3', 'Slc34a3', 'Tubb4b', 'Klf6', 'Errfi1', 'Ubb', 'Ing1', 'Cars2', 'Jund', 'Iqcn', 'Rad23a', 'Calr', 'Jpt1', 'Fth1', 'Klf2', 'Teddm1a', 'Glul', 'Slc9a1', 'Junb', 'Prdx2', 'Ctnna3', 'Mphosph9', '2810006K23Rik', 'Rdm1', 'Nabp1', 'Fam83a', 'Pdlim7', 'Gm3448', 'Gm3417', 'Gm3435', 'Tmem107', 'Srsf2', 'Mettl23', 'Jmjd6', 'Mfsd11', 'Cirbp', '1600002K03Rik', 'Hspa5', 'Klf7', 'Hnrnpab', 'Gls', 'Ftl1', 'Bax', 'Spg11', 'Gm9949', 'Adrb2', 'Ccdc62', 'Urgcp', 'Sptan1', 'Vegfa', 'Trmo', 'Nfkbia', 'LOC547349', 'H2-L', 'H2-D1', 'H4c3', 'H1f6', 'Mat2a', 'Vcl', 'Kmt5b', 'Taf4', 'Pgk1', 'Ilf2', 'Npr1', 'Rbm14', 'Gm21992', 'Cldn34d', 'Mcrip2', 'Mettl26', 'Wfikkn1', 'Znfx1', 'Txnip', 'Rplp0', 'Gcn1', 'Ccdc136', 'Opn1sw', 'Ppp1r10', 'Mrps18b', 'Atat1', 'Tcte3', 'Ermard', 'Kntc1', 'Gadd45g', '9030025P20Rik', 'Smarcc2', 'Brms1', 'B4gat1', 'Trim7', 'Ubc', 'Ifrd1', 'Srcap', 'Srsf5', 'Insig1', 'Zfp36l1', 'Eef2k', 'Zranb2', 'H2bc8', 'H2bc6', 'H4c4', 'H3c4', 'H2bc7', 'H2ac7', 'Kif2c', 'Hsp90aa1', 'Sacm1l', 'Srsf3', 'Tuba4a', 'Stk16', 'Glb1l', 'A630095N17Rik', 'Dnajb9', 'Mok', 'Zfp839', 'Exosc6', 'Zfp963', 'Rab13', 'Rps27rt', 'Rps27', 'Rbm39', 'Epc1', 'Mafb', 'Prmt5', 'Zfp692', 'Cul5', 'Rps29', 'Lrr1', 'Nop56', 'Idh3b', 'Ldha', 'Arl15', 'Prdx1', 'H4c14', 'H3c13', 'H2bc18', 'Ier2', 'Diablo', 'Efcab2', 'Slc38a2', 'Creb3l3', 'Map2k2', 'Rps8', 'Ddit4', 'Ctsl', 'Sgk1', 'Trp53inp1', 'Hnrnph1', 'Rs1', 'Hnrnpa2b1', 'Cbx3', 'B2m', 'Polg', 'Greb1', 'Zfp869', 'Imp4', 'Ccdc115', 'Ncoa7', 'Polr3e', 'Pcif1', 'Nufip2', 'Ints6', 'Pih1d1', 'Aldh16a1', 'Slc17a7', 'Fam53c', 'Cdc25c', 'Tsg101', 'Tmem183a', 'Slc25a4', 'Psma3', 'Arl5c', 'Plxdc1', 'Eef2', 'Dapk3', 'Pias4', 'Rhob', 'Knl1', 'Serinc3', 'Bsg', 'Ankrd37', 'Kdm3a', 'Cebpd', 'Nemf', 'Tmem125', 'Phf2', 'Pofut2', 'Hist1h2ap', 'Hist1h2ao', 'Hist1h2br', 'Hist1h2bq', 'Hist1h4n', 'Zc3h6', 'Sirt4', 'Sgf29', 'Ppp1r3c', 'Ccdc107', 'Sit1', 'Tut7', 'Gtf2b', 'Slc5a6', 'Cad', 'Atraid', 'Oaz1', 'Tra2b', 'Fbxl5', 'Gadd45a', 'Alg1', 'Agbl5', 'Eif3a', 'Arrdc3', 'Zfp213', 'Usp42', 'Mbd6', 'Ddit3', 'Zmat2', 'Jun', 'Mynn', 'Actrt3', 'Mdm4', 'Mpzl1', 'Sp1', 'Lsm14a', 'Txnl1', 'Ccdc58', 'Fam162a', 'Sfi1', 'Eif4enif1', 'Slc3a2', 'Rfx1', 'Jak1', 'Gtf2a1', 'H3c15', 'H3c14', 'H2ac19', 'H2ac18', 'Csrnp2', 'Sub1', 'Morf4l1', 'Hes7', 'Aloxe3', 'Trim41', 'Amd2', 'Amd1', 'Mcl1', 'Rmi1', 'Hnrnpk', 'H2-DMa', 'Brd2', 'Napepld', 'P4hb', 'Arhgdia', 'Sde2', 'H3c10', 'H2bc13', 'H2ac13', 'Olfr1359', 'Lrp2bp', 'Ppp1r15a', 'Plekha4', 'Zbtb37', 'Sfpq', 'Tardbp', 'Ier3', 'Flot1', 'Cited2']
Brd9	['Txndc11', 'Cldn34d', 'Greb1', 'Xcr1', 'Fyco1', 'Kpna1', 'Il31ra', 'Hexb', 'Nkx2-6', 'Aida', 'Brox', 'Fbxw4', 'Inafm2', 'E030030I06Rik', 'Klf1', 'Gcdh', 'Kcnu1', 'Ash2l', 'Clcn4', 'Chmp4b', 'Pknox1', 'Ap2m1', 'Prcc', 'Calcoco1', 'Tmem43', 'Chchd4', 'Stau1', 'Sspn', 'Elobl', 'Coil', 'Nop14', 'Grk4', 'Zscan22', 'Sympk', 'Foxa3', 'Dynlt1b', 'Cdh12', 'Celsr2']
Brf1	['Trim7', 'Trim41', 'Rab11a', 'Tmem107', 'Borcs6', 'Mynn', 'Actrt3', 'Zfp692', 'Npr1', 'Ilf2', 'Ndufs7', 'Btn1a1', 'Fmc1', 'Knl1', 'Psma3', 'Prmt5', 'Lasp1', 'H2bc12', 'H2ac12', 'Plxdc1', 'Arl5c', 'Agbl5']
Brf2	['Setd4', 'Cbr1', 'Wwox', 'Aadacl2fm1', 'Tecpr1', 'Slc14a2', 'Greb1', 'Sympk', 'Olfr806', 'Abhd6', 'Gzmk']
Brwd1	['Greb1', 'Kpna1', 'Nkx2-6', 'Slc7a15', 'Fam83a', 'Ctnna3', 'Fbxw7', 'Fbxo31', 'Agbl5', 'Fanci', 'Rlbp1', 'Npr1', 'Ilf2', 'Kctd2', 'Atp5h', 'Trim7', 'Trim41', 'March3', 'Olfr806', 'Olfr1359', 'H3c10', 'H2bc13', 'H2ac13', 'Dpysl3', 'Mynn', 'Actrt3', 'Sacm1l', 'Il31ra', 'Abhd6', 'Grap', 'Mrpl58', 'H4c8', 'H3c8', 'H2ac10', 'Akirin2', 'Limch1', 'Knl1', 'Tas2r134', 'Etv3l', 'Rnase4', 'Ang', 'Hal', 'Map10', 'Dlg4', 'Acadvl', 'Pom121l2', 'Olfr180', 'Serpinf1', 'Maneal', 'P4ha3', 'Zfp184', 'Amy2a3', 'Amy2a2', 'Amy2a4', 'Amy2a5', 'Wwox', 'Acp6', 'Npy5r', 'Polr3e', 'Ppp6r3', 'Trim29', 'Abcc12', 'Hes7', 'Txndc11', 'Caskin1', 'Tmem33', 'Exosc2', 'Imp4', 'Ccdc115', 'Olfr855', 'Olfr854', 'Clec2g']
Btaf1	['Tut7', 'Ppat', 'Paics', 'Kansl3', 'Fer1l5', 'Tjp3', 'Pip5k1c', 'Scyl1', 'Mfap3l', 'Wwp1', 'Eps15', 'Trappc9', 'Foxk1', 'Wwox', 'Prdm15', 'Tcam1', 'Smarcd2', 'Usp3', 'Txndc11', 'Zfp395', 'Greb1', 'Vps37d', 'Actr3', 'Kif16b', 'Neurog1', 'Zfp609', 'Flywch1', 'Insr', 'Dnmbp', 'Chst8', 'Unc5a', 'Scamp1', 'Itgb1bp1', 'Cpsf3', 'Kcnj4', 'Rap2b', 'Prickle1', 'Grb10', 'Ssbp2', 'Faah', 'Ptprk', 'Colgalt1', 'Pde8a', 'Selenot', 'AW549877', 'Casz1', 'Slain1', 'Zfp341', 'Pxmp4', 'Gpc4', 'Trnau1ap', 'Mnt', 'Naa25', 'Satb1', 'Gm3448', 'Gm3417', 'Dlgap4', 'Rps19', 'Gm3435', 'Sgms1', 'Foxk2', '9030025P20Rik', 'Pik3c2a', 'Secisbp2l', 'Psmd3', 'Sema6b', 'Kmt2a', 'Lrrc1', 'Kmt2c', 'Ubc', 'Tlk2', 'Pls1', 'Sos1', 'Hmgxb4', 'Lnpep', 'Dab2ip', 'Ddx59', 'Tcte3', 'Ermard', 'Ccdc88a', 'Wdr47', 'Rpl32', 'Adgrl1', 'Pdia5', 'Selenov', 'Cdc42ep3', 'H4c9', 'H2bc12', 'H2bc11', 'H2ac12', 'H2ac11', 'Srrd', 'Hps4', '4931406C07Rik', 'Rev1', 'Phf10', 'Pank2', 'Rabggtb', 'Msh4', 'Cux2', 'H4c14', 'H3c13', 'H2bc18', 'Cenpu', 'Rnf220', 'Zmym3', 'Nono', 'Mcu', 'Snrpb', 'Nop56', 'Idh3b', 'Sfi1', 'Eif4enif1', 'Rrs1', 'Adhfe1', 'Gm4969', 'Fbxo46', 'Kdm4b', 'Tardbp', 'H2-Q9', 'H2-Q7', 'Haus1', 'Atp5a1', 'Plekha8', 'Fkbp14', 'Pcif1', 'Rps20', 'Rpl17', 'BC031181', 'Tapbp', 'Rgl2', 'Pfdn6', 'N4bp3', 'Dtwd2', 'Gm1979', 'H3c6', 'H2bc8', 'H2ac8', 'H1f3', 'Zfp991', 'Rps13', 'Tdrd3', 'Syt7', 'Eci1', 'Apbb2', 'Rps10', 'Cux1', 'G3bp1', 'Atox1', 'Sin3b', 'Cited2', 'Spg7', 'Nipsnap2', 'Mrps17', 'Prrc2a', 'Paip2b', 'Notch3', 'Rps3a1', 'Btbd9', 'Coq10a', 'Ankrd52', 'Ctnna1', 'Mpzl1', 'Rad23a', 'Gadd45gip1', 'Dand5', 'Pdf', 'Nip7', 'Cog8', 'Morc3', 'Lpcat2b', 'Btbd8', 'Mnd1', 'Rps8', 'Zglp1', 'Dlgap3', 'Jup', 'Rbm4b', 'Igf1r', 'Rnf24', 'Crls1', 'Snu13', 'Sema6a', 'Pomt2', 'Gstz1', 'Mkrn2os', 'Mkrn2', 'Smndc1', 'Upf1', 'Zfp219', 'Tmem253', 'Eif1', 'Akt2', 'Pxk', 'Ino80d', 'Znhit2', 'Tm7sf2', 'Mrpl49', 'Fau', 'Med1', 'Cdk12', 'Polr1d', 'Lnx2', 'Map1lc3a', 'Gclc', 'Mtf2', 'Fgfbp3', 'Btaf1', 'Bnip3', 'Tab1', 'Eif4e2', 'Chrng', 'Maml3', 'Ddhd2', 'Vwa8', 'Ubap2l', 'Dnaja1', '4933434E20Rik', '1700094D03Rik', 'Lipt2', 'Slc39a4', 'Cpsf1', 'Dynll1', 'Fus', 'Snx5', 'Mgme1', 'Katnbl1', 'Eid1', 'Adpgk', 'Rcc1', 'Slc5a5', 'Rpl18a', 'Map1s', 'Lrrc8a', 'Uhmk1', 'Rps19bp1', 'Atf4', 'Asxl1', 'Rps17', 'Rbpj', 'Rbm39', 'Tpst1', 'Fam117a', 'Pcbp2', 'Znrf1', 'Syce2', 'Hells', 'Nfyc', 'Dpp9', 'Srd5a3', 'Slc39a13', 'Rpsa', 'Rpl14', 'Rps6', 'Naa16', 'Mtrf1', 'Rnaset2b', 'Rnaset2a', 'Rae1', 'Secisbp2', 'Cks2', 'Ctnnb1', 'Nfkbil1', 'Ddx39b', 'Atp6v1g2', 'Zfp523', 'Rfx1', 'Setx', 'Ppp2r5a', 'Taf5', 'Gins1', 'Abhd12', 'Rad54l2', 'Get4', 'Lrp6', 'Galnt11', 'Ywhaq', 'Ncoa5', 'Kdm3b', 'Nol7', 'Depdc7', 'Gorasp2', 'Wdr41', 'Chrac1', 'Efnb3', 'Zfp541', 'Hmbs', 'H2ax', 'Flvcr1', 'Dpagt1', 'Ppp1r2', 'Slc25a30', 'Acot1', 'Gabpb2', 'C1qbp', 'Sumo3', 'Epn1', 'Rpl22', 'Rnf207', 'Cdyl']
Carm1	['Greb1', 'Nkx2-6', 'Txndc11']
Cbfa2t2	['Ccdc194', 'Cbfa2t2', 'Snai1', 'Zfp609', 'Foxi3', 'Ndufaf3', 'Impdh2', 'Dalrd3', 'Zfp1', 'Txndc11', 'Zmynd8', 'Gse1', 'Lama5', 'Cldn34d', 'Naprt', 'Mroh6', 'Hoxb13', 'Gja1', 'Commd7', 'Dtx2', 'Eif4g3', 'Gprc5a', 'Peg10', 'Sgce', 'Hs6st2', 'Gm45915', 'Pdgfrb', 'Cdx1', 'Fgfr1', 'Rbp7', 'Gtse1', 'Calml4', 'Hk1', 'Gnai2', 'Zkscan17', 'Wnt8a', 'Abhd11', 'Socs3', 'Arrb1', 'Slc9a9', 'Zmynd10', 'Tusc2', 'Rassf1', 'Slc17a9', 'Bcl9l', 'Eif4h', 'Nkx2-6', 'Hmgxb4', 'Hoxb5', 'Hoxb4', 'Spint1', 'Ppp1r14d', 'Lpp', 'Ehmt1', 'Gas8', 'Dbndd1', 'Nt5e', 'Krt8', 'Kazn', 'Vsig10', 'Tulp2', 'Nucb1', 'Tom1', 'Olfr1342', 'Bnip1', 'Atp6v0c', 'Amdhd2', 'Nrip2', 'Cdc42ep3', 'Oxgr1', 'Polr2j', 'Podxl', 'Brox', 'Aida', 'Fam110a', 'Rrp36', 'Mea1', 'Klhdc3', 'Fam50b', 'Cldn4', 'Mllt6', 'Lemd1', 'Ppfia1', 'Kpna1', 'Fbxo27', 'Fscn1', 'Mfsd6l', 'Fabp3', 'Rbbp7']
Cbfa2t3	['Cldn34d', 'Txndc11', 'LOC666331', 'Gm11634', 'H2bc6', 'H1f4', 'H3c6', 'H2bc8', 'H2ac8', 'H1f3', 'Rdm1', 'Eapp', 'H3c3', 'H2bc3', 'H1f2', 'H4f16', 'H2aj', 'Tob1', 'H4c11', 'Unk', 'H3f3b', 'Ttc39d', 'Arl4d', 'Sfi1', 'Eif4enif1', 'H4c6', 'H3c8', 'H3c7', 'H2bc9', 'H4c3', 'H1f6', 'H3c2', 'H2ac4', 'H4c12', 'H2bc15', 'H2ac15', 'Tex19.1', 'Tex14', 'Hist1h4n', 'Hist1h2br', 'Hist1h2bq', 'Hist1h2ap', 'Hist1h2ao', 'H4c14', 'H3c13', 'H2bc18', 'H4c2', 'H4c1', 'H3c1', 'Zfp36l2', 'BC107364', 'Tmem167b', 'Taf13', 'Gtf3c6', 'Brox', 'Aida', 'H4c4', 'H3c4', 'H2bc7', 'H2ac7', 'Slc9a3r1', 'Rab37', 'H4c9', 'H2bc12', 'H2bc11', 'H2ac12', 'H2ac11', 'Actb', 'H2bc4', 'H2ac6', 'Crebzf', 'Hist1h2bp', 'Hist1h2an', 'H3c11', 'H1f5', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Gm3448', 'Gm3435', 'Gm3417', 'Polg2', 'Ddx5', 'Cep95', 'H4c8', 'H2ac10', 'Errfi1', 'Arid5a', 'H3c15', 'H3c14', 'H2ac19', 'H2ac18', 'Hdgf', 'Pdzk1ip1', 'Znfx1', 'Dynll1', 'Hspa1b', 'Hhex', 'Srsf2', 'Mfsd11', 'Mettl23', 'Jmjd6', 'Slc35b2', 'Hsp90ab1', 'Tnrc6c', 'Vcl', 'Taf12', 'Gmeb1', '9030025P20Rik', 'Ctnnb1', 'Raly', 'H3c10', 'H2bc14', 'H2bc13', 'H2ac13', 'Tmem129', 'Tacc3', 'Slbp', 'Hist1h4m', 'Gtf2a1', 'H2bc21', 'H2ac21', 'H2ac20', 'Fus', 'Hexim1', 'Dynll2', 'Mknk2', 'Paip2b', 'Slc25a4', 'Kif2c', 'Cbfa2t3', 'Sirt4', 'Pxt1', 'Kctd20', 'Tcte3', 'Ermard', 'Nsf', 'Syngr1', 'Rpl3', 'Rad23a', 'Calr', 'Taf4', 'Calm1', 'Gtf2f1', 'Sde2', 'Tsc22d1', 'Olfr1378', 'Senp3', 'Mpdu1', 'Eif4a1', 'Cd68', 'Atp1a1', 'Txnip', 'Stmn1', 'Kdelr2', 'Hmbs', 'H2ax', 'Dpagt1', 'Fam53c', 'Cdc25c', 'Ppp1r8', 'Ints6', 'E030030I06Rik', 'Kmt5b', 'Wsb1', 'Vegfa', 'H3f3a', 'Ndufaf3', 'Impdh2', 'Dalrd3', 'H1f1', 'Galnt10', 'Tmem50a', 'Syf2', 'Rsrp1', 'Dync1h1', 'Utp14b', 'Acsl3', 'Twsg1', 'Btg1', 'Myo1d', 'Cbx4', 'Tmem107', 'Nabp1', 'Ptpn6', 'Grcc10', 'Skp1a', 'Ddi2', 'Lsm14a', 'Gtf2b', 'Pdlim7', 'Zfand5', 'Oaz1', 'Dtd2', 'Tmem199', 'Sebox', 'Poldip2', 'Clcn4', 'Tob2', 'Ing1', 'Cars2', 'Gadd45g', 'Uba7', 'Inka1', 'Ttyh3', 'Chd9', 'Rfk', 'Zfp11', 'Zbtb37', 'Dmxl1', 'Pqlc2', 'Akr7a5', 'Fth1', 'Hspa5', 'H2bc1', 'H2ac1', 'Bcas3', 'Tfrc', 'Arih1', 'Ubb', 'Rnf19b', 'Eif4g2', 'Ier3', 'Flot1', 'Asic1', 'Styxl1', 'Mdh2', 'Tor1b', 'Tox2', 'Slc2a8', 'Slc26a8', 'Mapk14', 'Hnrnpa2b1', 'Cbx3', 'Tti2', 'Zfp568', 'Calm2', 'Gm29776', 'Cebpe', 'Jup', 'B2m', 'Alg1', 'Baiap2', 'Rabggtb', 'Msh4', 'Olfr65', 'Olfr631', 'Rcc1', 'Glce', 'Spg11', 'Cdkn1a', 'Arl6ip1', 'Gls', 'Npm1', 'Ppp1r2', 'Ubc', 'Prdx1', 'Slc5a3', 'Mrps6', 'Tra2b', 'Atp6v0a1', 'Prpsap1', 'Grb2', 'Pabpc1', 'Naa30', 'Btg2', 'Jpt1', 'H2-DMa', 'Brd2', 'Rnft1', 'Sap130', 'BC005537', 'Ppp1r10', 'Mrps18b', 'Atat1', 'Tubd1', 'Rps6kb1', 'Psmd3', 'Tmem230', 'Pcna', 'Cds2', 'Mat2a', 'Rnaset2b', 'Rnaset2a', 'Hibadh', '4931406C07Rik', 'Ulk1', 'Csrnp2', 'Calu', 'Hnrnph1', 'Als2', 'Luzp1', 'Dnajc25', 'Sub1', 'Gm5767', 'Carhsp1', 'Prr14l', 'Depdc5', 'Hnrnpab', 'Adpgk']
